5D358CDAED0D
source,time,hwid,type,samples,maxRSSI,mean,stddev
5D358CDAED0D,1502475237,9A34ECDEA99E,2,29,-58,-59.0345,0.325441
5D358CDAED0D,1502475237,6392B6C5FB53,2,29,-44,-43.8621,1.15648
5D358CDAED0D,1502475237,459F7A08D5D7,2,27,-72,-74.5185,1.12217
5D358CDAED0D,1502475237,F9632B2DFC58,2,28,-69,-70.3571,0.91142
5D358CDAED0D,1502475237,9A34ECDEA99E,2,29,-58,-59.0345,0.325441
5D358CDAED0D,1502475237,6392B6C5FB53,2,29,-44,-43.8621,1.15648
5D358CDAED0D,1502475237,459F7A08D5D7,2,27,-72,-74.5185,1.12217
5D358CDAED0D,1502475237,F9632B2DFC58,2,28,-69,-70.3571,0.91142
5D358CDAED0D,1502475297,DAD655CD510A,2,20,-53,-54.1,0.447215
5D358CDAED0D,1502475297,6392B6C5FB53,2,29,-44,-44.1034,0.409253
5D358CDAED0D,1502475297,459F7A08D5D7,2,29,-71,-74.8621,2.96075
5D358CDAED0D,1502475297,F9632B2DFC58,2,30,-68,-71.1333,1.16658
5D358CDAED0D,1502475297,DAD655CD510A,2,20,-53,-54.1,0.447215
5D358CDAED0D,1502475297,6392B6C5FB53,2,29,-44,-44.1034,0.409253
5D358CDAED0D,1502475297,459F7A08D5D7,2,29,-71,-74.8621,2.96075
5D358CDAED0D,1502475297,F9632B2DFC58,2,30,-68,-71.1333,1.16658
5D358CDAED0D,1502475357,9A34ECDEA99E,2,28,-58,-58.4286,0.503952
5D358CDAED0D,1502475357,DAD655CD510A,2,20,-50,-53.65,1.22582
5D358CDAED0D,1502475357,6392B6C5FB53,2,28,-43,-44.1071,0.497347
5D358CDAED0D,1502475357,459F7A08D5D7,2,27,-72,-76.9259,2.92109
5D358CDAED0D,1502475357,9A34ECDEA99E,2,28,-58,-58.4286,0.503952
5D358CDAED0D,1502475357,DAD655CD510A,2,20,-50,-53.65,1.22582
5D358CDAED0D,1502475357,6392B6C5FB53,2,28,-43,-44.1071,0.497347
5D358CDAED0D,1502475357,459F7A08D5D7,2,27,-72,-76.9259,2.92109
5D358CDAED0D,1502475417,9A34ECDEA99E,2,29,-57,-58.4828,0.633623
5D358CDAED0D,1502475417,DAD655CD510A,2,19,-53,-54.0,0.577351
5D358CDAED0D,1502475417,6392B6C5FB53,2,29,-42,-44.0345,0.498767
5D358CDAED0D,1502475417,459F7A08D5D7,2,28,-74,-76.2857,1.92175
