6392B6C5FB53
source,time,hwid,type,samples,maxRSSI,mean,stddev
6392B6C5FB53,1502473110,5D358CDAED0D,2,30,-43,-43.0333,0.182574
6392B6C5FB53,1502473170,459F7A08D5D7,2,26,-69,-76.2308,3.46765
6392B6C5FB53,1502473170,DAD655CD510A,2,30,-50,-51.0,0.587222
6392B6C5FB53,1502473170,5D358CDAED0D,2,30,-42,-42.9333,0.365148
6392B6C5FB53,1502473170,9A34ECDEA99E,2,28,-62,-64.0714,1.67616
6392B6C5FB53,1502473230,459F7A08D5D7,2,25,-67,-72.12,2.8624
6392B6C5FB53,1502473230,DAD655CD510A,2,30,-51,-51.6,0.621455
6392B6C5FB53,1502473230,F9632B2DFC58,2,22,-77,-81.4545,2.73822
6392B6C5FB53,1502473230,5D358CDAED0D,2,30,-42,-42.7333,0.449778
6392B6C5FB53,1502473290,459F7A08D5D7,2,27,-67,-70.7407,2.9167
6392B6C5FB53,1502473290,DAD655CD510A,2,30,-48,-50.9333,0.907188
6392B6C5FB53,1502473290,5D358CDAED0D,2,30,-43,-43.0333,0.182574
6392B6C5FB53,1502473290,9A34ECDEA99E,2,29,-62,-64.8621,1.59741
6392B6C5FB53,1502473350,459F7A08D5D7,2,29,-65,-70.5517,2.66708
6392B6C5FB53,1502473350,DAD655CD510A,2,30,-50,-50.4333,0.504007
6392B6C5FB53,1502473350,F9632B2DFC58,2,26,-75,-79.3462,1.89615
6392B6C5FB53,1502473350,5D358CDAED0D,2,30,-42,-43.1667,0.647719
6392B6C5FB53,1502473410,459F7A08D5D7,2,27,-67,-70.1481,1.37851
6392B6C5FB53,1502473410,DAD655CD510A,2,30,-50,-50.6,0.674666
6392B6C5FB53,1502473410,F9632B2DFC58,2,24,-77,-80.5,2.02162
6392B6C5FB53,1502473410,5D358CDAED0D,2,30,-41,-43.2,0.610258
6392B6C5FB53,1502473470,459F7A08D5D7,2,27,-67,-69.3333,1.38675
6392B6C5FB53,1502473470,DAD655CD510A,2,30,-50,-50.7,0.702214
6392B6C5FB53,1502473470,F9632B2DFC58,2,16,-78,-81.625,2.15639
6392B6C5FB53,1502473470,5D358CDAED0D,2,30,-41,-42.8,0.996545
